PathRow S2TileID S2ULX S2ULY PercentOfS2
044018 12VUM 300000 6700020 85.7
044018 12VUN 300000 6800040 44.7
044018 12VVL 399960 6600000 32.1
044018 12VVM 399960 6700020 98.7
044018 12VVN 399960 6800040 50.6
044018 12VWM 499980 6700020 17.0
044018 12VWN 499980 6800040 11.6
044019 11VNE 499980 6500040 3.5
044019 11VNF 499980 6600000 0.1
044019 11VPE 600000 6500040 60.5
044019 11VPF 600000 6600000 80.4
044019 11VPG 600000 6700020 14.6
044019 12VUK 300000 6500040 76.2
044019 12VUL 300000 6600000 98.6
044019 12VUM 300000 6700020 15.6
044019 12VVJ 399960 6400020 0.5
044019 12VVK 399960 6500040 40.7
044019 12VVL 399960 6600000 57.6
044020 11VNC 499980 6300000 8.1
044020 11VND 499980 6400020 37.5
044020 11VNE 499980 6500040 11.8
044020 11VPC 600000 6300000 31.9
044020 11VPD 600000 6400020 100.0
044020 11VPE 600000 6500040 55.8
044020 12VUH 300000 6300000 34.4
044020 12VUJ 300000 6400020 95.8
044020 12VUK 300000 6500040 41.9
044020 12VVJ 399960 6400020 10.6
044020 12VVK 399960 6500040 6.9
044021 11UNB 499980 6200040 60.1
044021 11UPA 600000 6100020 2.7
044021 11UPB 600000 6200040 91.2
044021 11VNC 499980 6300000 61.4
044021 11VND 499980 6400020 5.1
044021 11VPC 600000 6300000 86.0
044021 11VPD 600000 6400020 0.9
044021 12UUF 300000 6100020 1.6
044021 12UUG 300000 6200040 34.1
044021 12VUH 300000 6300000 45.5
044022 11UMA 399960 6100020 20.1
044022 11UMB 399960 6200040 1.4
044022 11UMV 399960 6000000 9.6
044022 11UNA 499980 6100020 99.9
044022 11UNB 499980 6200040 41.9
044022 11UNV 499980 6000000 41.9
044022 11UPA 600000 6100020 81.3
044022 11UPB 600000 6200040 24.2
044022 11UPV 600000 6000000 35.6
044022 12UUF 300000 6100020 5.0
044022 12UUG 300000 6200040 3.1
044023 11UMA 399960 6100020 0.2
044023 11UMT 399960 5800020 0.1
044023 11UMU 399960 5900040 57.0
044023 11UMV 399960 6000000 41.9
044023 11UNT 499980 5800020 11.7
044023 11UNU 499980 5900040 98.4
044023 11UNV 499980 6000000 76.0
044023 11UPT 600000 5800020 3.7
044023 11UPU 600000 5900040 31.2
044023 11UPV 600000 6000000 30.4
044024 10UGB 699960 5700000 1.5
044024 10UGC 699960 5800020 0.4
044024 11ULS 300000 5700000 8.3
044024 11ULT 300000 5800020 6.1
044024 11UMS 399960 5700000 51.6
044024 11UMT 399960 5800020 93.9
044024 11UMU 399960 5900040 26.6
044024 11UNS 499980 5700000 52.1
044024 11UNT 499980 5800020 94.3
044024 11UNU 499980 5900040 15.0
044024 11UPT 600000 5800020 6.0
044024 11UPU 600000 5900040 0.7
044025 10UGA 699960 5600040 24.3
044025 10UGB 699960 5700000 11.4
044025 11ULQ 300000 5500020 2.9
044025 11ULR 300000 5600040 52.0
044025 11ULS 300000 5700000 26.1
044025 11UMQ 399960 5500020 21.7
044025 11UMR 399960 5600040 100.0
044025 11UMS 399960 5700000 66.3
044025 11UNQ 499980 5500020 9.9
044025 11UNR 499980 5600040 45.7
044025 11UNS 499980 5700000 31.0
044026 10UGA 699960 5600040 11.5
044026 10UGU 699960 5400000 31.8
044026 10UGV 699960 5500020 47.9
044026 11ULP 300000 5400000 60.6
044026 11ULQ 300000 5500020 81.6
044026 11ULR 300000 5600040 15.0
044026 11UMP 399960 5400000 70.2
044026 11UMQ 399960 5500020 94.7
044026 11UMR 399960 5600040 6.0
044026 11UNP 499980 5400000 1.2
044026 11UNQ 499980 5500020 14.5
044027 10TFS 600000 5200020 0.3
044027 10TFT 600000 5300040 0.5
044027 10TGS 699960 5200020 16.5
044027 10TGT 699960 5300040 84.9
044027 10UGU 699960 5400000 45.8
044027 11TLM 300000 5200020 31.7
044027 11TLN 300000 5300040 100.0
044027 11TMM 399960 5200020 18.3
044027 11TMN 399960 5300040 58.8
044027 11ULP 300000 5400000 56.5
044027 11UMP 399960 5400000 28.3
044028 10TFR 600000 5100000 18.9
044028 10TFS 600000 5200020 12.7
044028 10TFT 600000 5300040 0.4
044028 10TGR 699960 5100000 76.4
044028 10TGS 699960 5200020 97.2
044028 10TGT 699960 5300040 8.4
044028 11TLK 300000 5000040 2.0
044028 11TLL 300000 5100000 87.3
044028 11TLM 300000 5200020 86.2
044028 11TLN 300000 5300040 1.0
044028 11TML 399960 5100000 7.4
044028 11TMM 399960 5200020 20.5
044029 10TFP 600000 4900020 20.5
044029 10TFQ 600000 5000040 51.1
044029 10TFR 600000 5100000 18.8
044029 10TGP 699960 4900020 44.7
044029 10TGQ 699960 5000040 100.0
044029 10TGR 699960 5100000 41.2
044029 11TLJ 300000 4900020 28.5
044029 11TLK 300000 5000040 70.7
044029 11TLL 300000 5100000 22.6
044030 10TEN 499980 4800000 0.8
044030 10TFM 600000 4700040 1.1
044030 10TFN 600000 4800000 79.1
044030 10TFP 600000 4900020 61.4
044030 10TGM 699960 4700040 10.3
044030 10TGN 699960 4800000 96.1
044030 10TGP 699960 4900020 73.0
044030 11TKG 199980 4700040 10.5
044030 11TLG 300000 4700040 0.5
044030 11TLH 300000 4800000 17.5
044030 11TLJ 300000 4900020 23.3
044031 10TEL 499980 4600020 15.5
044031 10TEM 499980 4700040 19.0
044031 10TEN 499980 4800000 2.2
044031 10TFL 600000 4600020 57.2
044031 10TFM 600000 4700040 100.0
044031 10TFN 600000 4800000 27.8
044031 10TGL 699960 4600020 42.6
044031 10TGM 699960 4700040 78.8
044031 10TGN 699960 4800000 13.1
044031 11TKF 199980 4600020 40.3
044031 11TKG 199980 4700040 81.2
044031 11TLG 300000 4700040 0.3
044031 11TLH 300000 4800000 0.2
044032 10SEJ 499980 4400040 8.6
044032 10SFJ 600000 4400040 25.5
044032 10SGJ 699960 4400040 8.7
044032 10TEK 499980 4500000 59.1
044032 10TEL 499980 4600020 29.9
044032 10TFK 600000 4500000 100.0
044032 10TFL 600000 4600020 60.5
044032 10TGK 699960 4500000 38.6
044032 10TGL 699960 4600020 25.9
044032 11SKD 199980 4400040 3.6
044032 11TKE 199980 4500000 28.0
044032 11TKF 199980 4600020 23.5
044033 10SDH 399960 4300020 3.0
044033 10SEH 499980 4300020 66.6
044033 10SEJ 499980 4400040 79.7
044033 10SFH 600000 4300020 75.2
044033 10SFJ 600000 4400040 92.2
044033 10SGH 699960 4300020 1.8
044033 10SGJ 699960 4400040 13.6
044033 10TEK 499980 4500000 9.7
044033 10TFK 600000 4500000 2.8
044033 11SKD 199980 4400040 2.1
044034 10SDG 399960 4200000 29.9
044034 10SDH 399960 4300020 8.0
044034 10SEF 499980 4100040 37.7
044034 10SEG 499980 4200000 100.0
044034 10SEH 499980 4300020 48.4
044034 10SFF 600000 4100040 25.7
044034 10SFG 600000 4200000 67.9
044034 10SFH 600000 4300020 27.7
044035 10SDG 399960 4200000 0.4
044035 10SEF 499980 4100040 80.0
044035 10SFD 600000 3900000 2.1
044035 10SFE 600000 4000020 25.9
044035 10SFF 600000 4100040 29.8
044036 10SFD 600000 3900000 5.7
044036 10SFE 600000 4000020 1.9
044073 08KLE 300000 8000020 14.7
044074 08KLB 300000 7700020 10.2
044074 08KMB 399960 7700020 26.7
044075 08KLA 300000 7600000 65.5
044075 08KLB 300000 7700020 73.7
044075 08KMB 399960 7700020 90.9
044076 07KHQ 799980 7500040 8.1
044076 08KKV 199980 7500040 21.8
044076 08KLA 300000 7600000 44.3
044076 08KMV 399960 7500040 74.2
044247 17XNL 499980 9100020 12.2
044247 17XNM 499980 9200040 22.5
044247 18XVR 399960 9100020 12.1
044247 18XWQ 499980 9000000 25.5
044247 18XWR 499980 9100020 97.9
044247 18XWS 499980 9200040 69.4
044247 19XDK 399960 9000000 27.4
044247 19XDL 399960 9100020 98.5
044247 19XEK 499980 9000000 14.7
044247 19XEL 499980 9100020 76.5
044247 19XEM 499980 9200040 50.3
044247 20XMQ 399960 9000000 13.1
044247 20XMR 399960 9100020 76.7
044248 15XWL 499980 9100020 1.5
044248 15XWM 499980 9200040 0.6
044248 16XDR 399960 9100020 0.6
044248 16XEQ 499980 9000000 30.6
044248 16XER 499980 9100020 78.2
044248 16XES 499980 9200040 18.5
044248 17XMK 399960 9000000 37.6
044248 17XML 399960 9100020 77.6
044248 17XNK 499980 9000000 59.9
044248 17XNL 499980 9100020 98.2
044248 17XNM 499980 9200040 37.2
044248 18XVQ 399960 9000000 57.3
044248 18XVR 399960 9100020 98.9
044248 18XWQ 499980 9000000 13.1
044248 18XWR 499980 9100020 15.1
044248 18XWS 499980 9200040 0.3
044248 19XDK 399960 9000000 9.7
044248 19XDL 399960 9100020 16.4
045001 18XWQ 499980 9000000 18.5
045001 18XWR 499980 9100020 16.9
045001 19XDK 399960 9000000 26.4
045001 19XDL 399960 9100020 16.5
045001 19XEJ 499980 8900040 32.7
045001 19XEK 499980 9000000 98.6
045001 19XEL 499980 9100020 71.6
045001 19XEM 499980 9200040 1.1
045001 20XMP 399960 8900040 36.7
045001 20XMQ 399960 9000000 100.0
045001 20XMR 399960 9100020 70.1
045001 20XNP 499980 8900040 7.1
045001 20XNQ 499980 9000000 63.5
045001 20XNR 499980 9100020 26.4
045001 20XNS 499980 9200040 0.3
045001 21XVJ 399960 8900040 3.1
045001 21XVK 399960 9000000 54.4
045001 21XVL 399960 9100020 27.7
045002 17XNJ 499980 8900040 24.0
045002 17XNK 499980 9000000 28.2
045002 18XVN 399960 8800020 0.5
045002 18XVP 399960 8900040 40.5
045002 18XVQ 399960 9000000 34.3
045002 18XWN 499980 8800020 21.9
045002 18XWP 499980 8900040 99.1
045002 18XWQ 499980 9000000 86.5
045002 18XWR 499980 9100020 6.0
045002 19XDH 399960 8800020 18.9
045002 19XDJ 399960 8900040 97.0
045002 19XDK 399960 9000000 84.6
045002 19XDL 399960 9100020 5.8
045002 19XEJ 499980 8900040 33.0
045002 19XEK 499980 9000000 9.0
045002 20XMP 399960 8900040 18.9
045002 20XMQ 399960 9000000 4.3
045003 16XEN 499980 8800020 22.7
045003 16XEP 499980 8900040 21.3
045003 17XMG 399960 8700000 0.3
045003 17XMH 399960 8800020 45.8
045003 17XMJ 399960 8900040 34.5
045003 17XNG 499980 8700000 21.3
045003 17XNH 499980 8800020 98.8
045003 17XNJ 499980 8900040 85.7
045003 17XNK 499980 9000000 6.1
045003 18XVM 399960 8700000 16.4
045003 18XVN 399960 8800020 93.4
045003 18XVP 399960 8900040 77.8
045003 18XVQ 399960 9000000 6.5
045003 18XWN 499980 8800020 23.3
045003 18XWP 499980 8900040 5.3
045003 19XDH 399960 8800020 6.7
045003 19XDJ 399960 8900040 0.5
045004 15XWG 499980 8700000 11.0
045004 15XWH 499980 8800020 2.5
045004 16XDM 399960 8700000 37.5
045004 16XDN 399960 8800020 14.0
045004 16XEL 499980 8600040 27.5
045004 16XEM 499980 8700000 98.3
045004 16XEN 499980 8800020 78.1
045004 16XEP 499980 8900040 2.2
045004 17XMF 399960 8600040 28.2
045004 17XMG 399960 8700000 98.3
045004 17XMH 399960 8800020 72.0
045004 17XMJ 399960 8900040 2.4
045004 17XNG 499980 8700000 31.3
045004 17XNH 499980 8800020 5.9
045004 18XVM 399960 8700000 5.8
045004 18XVN 399960 8800020 0.1
045005 15XVF 399960 8600040 8.7
045005 15XWE 499980 8500020 19.4
045005 15XWF 499980 8600040 91.2
045005 15XWG 499980 8700000 44.1
045005 16XDK 399960 8500020 49.1
045005 16XDL 399960 8600040 100.0
045005 16XDM 399960 8700000 58.8
045005 16XEK 499980 8500020 11.2
045005 16XEL 499980 8600040 62.0
045005 16XEM 499980 8700000 9.4
045005 17XMF 399960 8600040 17.0
045005 17XMG 399960 8700000 0.3
045006 14XNJ 499980 8400000 8.1
045006 14XNK 499980 8500020 31.2
045006 14XNL 499980 8600040 0.6
045006 15XVD 399960 8400000 42.7
045006 15XVE 399960 8500020 84.1
045006 15XVF 399960 8600040 20.9
045006 15XWC 499980 8300040 0.2
045006 15XWD 499980 8400000 67.5
045006 15XWE 499980 8500020 93.1
045006 15XWF 499980 8600040 16.7
045006 16XDJ 399960 8400000 16.8
045006 16XDK 399960 8500020 50.8
045006 16XDL 399960 8600040 1.2
045007 14XMH 399960 8300040 14.9
045007 14XMJ 399960 8400000 4.7
045007 14XNG 499980 8200020 3.0
045007 14XNH 499980 8300040 80.9
045007 14XNJ 499980 8400000 82.5
045007 14XNK 499980 8500020 7.9
045007 15XVB 399960 8200020 13.2
045007 15XVC 399960 8300040 90.9
045007 15XVD 399960 8400000 77.1
045007 15XVE 399960 8500020 4.0
045007 15XWC 499980 8300040 13.9
045007 15XWD 499980 8400000 15.3
045008 13XEB 499980 8200020 10.8
045008 13XFA 600000 8100000 14.7
045008 14XMF 399960 8100000 18.9
045008 14XMG 399960 8200020 89.7
045008 14XMH 399960 8300040 40.6
045008 14XNF 499980 8100000 41.0
045008 14XNG 499980 8200020 98.3
045008 14XNH 499980 8300040 38.1
045008 15XVB 399960 8200020 28.4
045008 15XVC 399960 8300040 4.3
045009 13WEV 499980 8000040 40.7
045009 13WFU 600000 7900020 0.3
045009 13WFV 600000 8000040 79.3
045009 13XEA 499980 8100000 60.2
045009 13XEB 499980 8200020 12.6
045009 13XFA 600000 8100000 96.7
045009 14WMD 399960 7900020 1.8
045009 14WME 399960 8000040 82.5
045009 14WNE 499980 8000040 11.6
045009 14XMF 399960 8100000 93.8
045009 14XMG 399960 8200020 14.0
045009 14XNF 499980 8100000 30.3
045010 12WXD 600000 7900020 22.5
045010 12WXE 600000 8000040 7.1
045010 13WDT 399960 7800000 0.4
045010 13WDU 399960 7900020 41.0
045010 13WDV 399960 8000040 13.0
045010 13WET 499980 7800000 23.9
045010 13WEU 499980 7900020 99.4
045010 13WEV 499980 8000040 71.9
045010 13WFT 600000 7800000 13.7
045010 13WFU 600000 7900020 60.6
045010 13WFV 600000 8000040 31.9
045010 14WMC 399960 7800000 3.1
045010 14WMD 399960 7900020 43.8
045010 14WME 399960 8000040 22.4
045011 12WXB 600000 7700040 32.7
045011 12WXC 600000 7800000 69.7
045011 12WXD 600000 7900020 22.2
045011 13WDS 399960 7700040 54.6
045011 13WDT 399960 7800000 92.6
045011 13WDU 399960 7900020 25.0
045011 13WES 499980 7700040 57.6
045011 13WET 499980 7800000 89.6
045011 13WEU 499980 7900020 7.6
045011 13WFT 600000 7800000 8.1
045012 12WWA 499980 7600020 31.1
045012 12WWB 499980 7700040 12.0
045012 12WXA 600000 7600020 95.9
045012 12WXB 600000 7700040 80.7
045012 12WXC 600000 7800000 0.6
045012 12WXV 600000 7500000 9.9
045012 13WDQ 399960 7500000 24.8
045012 13WDR 399960 7600020 98.9
045012 13WDS 399960 7700040 64.5
045012 13WER 499980 7600020 22.4
045012 13WES 499980 7700040 17.0
045013 12WVU 399960 7400040 1.9
045013 12WVV 399960 7500000 0.4
045013 12WWA 499980 7600020 22.5
045013 12WWU 499980 7400040 42.9
045013 12WWV 499980 7500000 77.7
045013 12WXA 600000 7600020 18.1
045013 12WXU 600000 7400040 64.9
045013 12WXV 600000 7500000 99.2
045013 13WDP 399960 7400040 25.0
045013 13WDQ 399960 7500000 58.8
045013 13WDR 399960 7600020 2.8
045014 12WVS 399960 7200000 0.2
045014 12WVT 399960 7300020 42.5
045014 12WVU 399960 7400040 20.0
045014 12WWS 499980 7200000 17.6
045014 12WWT 499980 7300020 99.0
045014 12WWU 499980 7400040 74.8
045014 12WXS 600000 7200000 11.1
045014 12WXT 600000 7300020 53.8
045014 12WXU 600000 7400040 36.2
045014 13WDN 399960 7300020 0.4
045014 13WDP 399960 7400040 3.1
045015 11VPL 600000 7100040 7.1
045015 11WPM 600000 7200000 8.9
045015 12VUR 300000 7100040 6.3
045015 12VVR 399960 7100040 52.1
045015 12VWR 499980 7100040 62.3
045015 12VXR 600000 7100040 0.3
045015 12WVS 399960 7200000 87.3
045015 12WVT 399960 7300020 22.7
045015 12WWS 499980 7200000 95.4
045015 12WWT 499980 7300020 10.4
045015 12WXS 600000 7200000 13.5
045015 13VCL 300000 7100040 0.8
045016 11VPJ 600000 6900000 0.3
045016 11VPK 600000 7000020 48.6
045016 11VPL 600000 7100040 30.7
045016 12VUP 300000 6900000 2.2
045016 12VUQ 300000 7000020 56.9
045016 12VUR 300000 7100040 28.9
045016 12VVP 399960 6900000 26.3
045016 12VVQ 399960 7000020 100.0
045016 12VVR 399960 7100040 66.3
045016 12VWP 499980 6900000 7.8
045016 12VWQ 499980 7000020 42.4
045016 12VWR 499980 7100040 26.3
045017 11VNH 499980 6800040 3.9
045017 11VNJ 499980 6900000 0.7
045017 11VPH 600000 6800040 52.6
045017 11VPJ 600000 6900000 83.4
045017 11VPK 600000 7000020 21.1
045017 12VUN 300000 6800040 60.8
045017 12VUP 300000 6900000 95.3
045017 12VUQ 300000 7000020 22.1
045017 12VVN 399960 6800040 55.9
045017 12VVP 399960 6900000 85.6
045017 12VVQ 399960 7000020 4.7
045017 12VWP 499980 6900000 4.0
045018 11VNF 499980 6600000 3.2
045018 11VNG 499980 6700020 41.5
045018 11VNH 499980 6800040 16.3
045018 11VPF 600000 6600000 23.5
045018 11VPG 600000 6700020 100.0
045018 11VPH 600000 6800040 65.0
045018 12VUL 300000 6600000 32.3
045018 12VUM 300000 6700020 100.0
045018 12VUN 300000 6800040 57.6
045018 12VVL 399960 6600000 2.3
045018 12VVM 399960 6700020 29.3
045018 12VVN 399960 6800040 17.5
045019 11VME 399960 6500040 0.5
045019 11VNE 499980 6500040 56.6
045019 11VNF 499980 6600000 69.6
045019 11VNG 499980 6700020 11.3
045019 11VPE 600000 6500040 80.8
045019 11VPF 600000 6600000 93.6
045019 11VPG 600000 6700020 5.1
045019 12VUJ 300000 6400020 0.1
045019 12VUK 300000 6500040 46.4
045019 12VUL 300000 6600000 69.1
045019 12VUM 300000 6700020 1.2
045020 11VMC 399960 6300000 7.3
045020 11VMD 399960 6400020 31.2
045020 11VME 399960 6500040 6.4
045020 11VNC 499980 6300000 33.0
045020 11VND 499980 6400020 100.0
045020 11VNE 499980 6500040 54.2
045020 11VPC 600000 6300000 25.4
045020 11VPD 600000 6400020 71.4
045020 11VPE 600000 6500040 29.9
045020 12VUJ 300000 6400020 15.0
045020 12VUK 300000 6500040 10.0
045021 11UMB 399960 6200040 58.5
045021 11UNA 499980 6100020 4.1
045021 11UNB 499980 6200040 93.0
045021 11UPA 600000 6100020 0.5
045021 11UPB 600000 6200040 18.1
045021 11VMC 399960 6300000 57.4
045021 11VMD 399960 6400020 4.6
045021 11VNC 499980 6300000 85.1
045021 11VND 499980 6400020 0.9
045021 11VPC 600000 6300000 27.6
045022 10UGE 699960 6000000 8.7
045022 11ULA 300000 6100020 20.4
045022 11ULB 300000 6200040 1.1
045022 11ULV 300000 6000000 9.7
045022 11UMA 399960 6100020 99.8
045022 11UMB 399960 6200040 41.3
045022 11UMV 399960 6000000 42.4
045022 11UNA 499980 6100020 82.2
045022 11UNB 499980 6200040 22.8
045022 11UNV 499980 6000000 36.1
045022 11UPA 600000 6100020 0.6
045022 11UPB 600000 6200040 0.6
045023 10UGD 699960 5900040 52.6
045023 10UGE 699960 6000000 50.4
045023 11ULA 300000 6100020 0.5
045023 11ULT 300000 5800020 0.1
045023 11ULU 300000 5900040 59.9
045023 11ULV 300000 6000000 44.6
045023 11UMT 399960 5800020 12.9
045023 11UMU 399960 5900040 98.6
045023 11UMV 399960 6000000 75.6
045023 11UNT 499980 5800020 2.8
045023 11UNU 499980 5900040 27.8
045023 11UNV 499980 6000000 28.3
045024 10UFB 600000 5700000 4.1
045024 10UFC 600000 5800020 2.2
045024 10UGB 699960 5700000 43.4
045024 10UGC 699960 5800020 90.0
045024 10UGD 699960 5900040 31.0
045024 11ULS 300000 5700000 51.8
045024 11ULT 300000 5800020 97.3
045024 11ULU 300000 5900040 29.2
045024 11UMS 399960 5700000 47.5
045024 11UMT 399960 5800020 89.6
045024 11UMU 399960 5900040 13.8
045024 11UNT 499980 5800020 2.9
045024 11UNU 499980 5900040 0.3
045025 10UFA 600000 5600040 34.3
045025 10UFB 600000 5700000 17.1
045025 10UFV 600000 5500020 0.5
045025 10UGA 699960 5600040 99.0
045025 10UGB 699960 5700000 74.3
045025 10UGV 699960 5500020 11.8
045025 11ULQ 300000 5500020 22.6
045025 11ULR 300000 5600040 100.0
045025 11ULS 300000 5700000 66.2
045025 11UMQ 399960 5500020 6.2
045025 11UMR 399960 5600040 36.0
045025 11UMS 399960 5700000 26.7
045026 10UFA 600000 5600040 12.2
045026 10UFU 600000 5400000 42.2
045026 10UFV 600000 5500020 58.7
045026 10UGA 699960 5600040 14.8
045026 10UGU 699960 5400000 71.4
045026 10UGV 699960 5500020 99.8
045026 11ULP 300000 5400000 59.1
045026 11ULQ 300000 5500020 89.9
045026 11ULR 300000 5600040 5.7
045026 11UMQ 399960 5500020 5.4
045027 10TES 499980 5200020 2.7
045027 10TET 499980 5300040 8.7
045027 10TFS 600000 5200020 23.6
045027 10TFT 600000 5300040 96.9
045027 10TGS 699960 5200020 28.7
045027 10TGT 699960 5300040 90.4
045027 10UFU 600000 5400000 50.4
045027 10UGU 699960 5400000 46.2
045027 11TLM 300000 5200020 10.5
045027 11TLN 300000 5300040 43.1
045027 11ULP 300000 5400000 23.1
045028 10TER 499980 5100000 33.0
045028 10TES 499980 5200020 29.2
045028 10TET 499980 5300040 2.3
045028 10TFR 600000 5100000 83.3
045028 10TFS 600000 5200020 93.8
045028 10TFT 600000 5300040 4.1
045028 10TGQ 699960 5000040 1.1
045028 10TGR 699960 5100000 46.4
045028 10TGS 699960 5200020 53.8
045028 11TLM 300000 5200020 7.7
045029 10TEP 499980 4900020 30.8
045029 10TEQ 499980 5000040 71.2
045029 10TER 499980 5100000 26.3
045029 10TFP 600000 4900020 51.4
045029 10TFQ 600000 5000040 100.0
045029 10TFR 600000 5100000 34.3
045029 10TGP 699960 4900020 6.5
045029 10TGQ 699960 5000040 27.6
045029 10TGR 699960 5100000 9.2
045030 10TDN 399960 4800000 17.7
045030 10TDP 399960 4900020 3.7
045030 10TEM 499980 4700040 4.6
045030 10TEN 499980 4800000 94.3
045030 10TEP 499980 4900020 76.5
045030 10TFM 600000 4700040 10.8
045030 10TFN 600000 4800000 75.8
045030 10TFP 600000 4900020 61.3
045030 10TGP 699960 4900020 1.3
045031 10TDL 399960 4600020 30.0
045031 10TDM 399960 4700040 44.5
045031 10TDN 399960 4800000 10.2
045031 10TEL 499980 4600020 63.7
045031 10TEM 499980 4700040 100.0
045031 10TEN 499980 4800000 22.8
045031 10TFL 600000 4600020 26.1
045031 10TFM 600000 4700040 53.3
045031 10TFN 600000 4800000 6.1
045032 10SDJ 399960 4400040 15.1
045032 10SEJ 499980 4400040 27.0
045032 10TCK 300000 4500000 1.5
045032 10TDK 399960 4500000 87.8
045032 10TDL 399960 4600020 47.4
045032 10TEK 499980 4500000 97.7
045032 10TEL 499980 4600020 54.0
045032 10TFK 600000 4500000 10.5
045032 10TFL 600000 4600020 11.1
045033 10SDH 399960 4300020 75.2
045033 10SDJ 399960 4400040 98.6
045033 10SEH 499980 4300020 51.2
045033 10SEJ 499980 4400040 67.3
045033 10TCK 300000 4500000 1.4
045033 10TDK 399960 4500000 11.0
045033 10TEK 499980 4500000 0.3
045034 10SDG 399960 4200000 100.0
045034 10SDH 399960 4300020 42.5
045034 10SEF 499980 4100040 9.6
045034 10SEG 499980 4200000 34.8
045034 10SEH 499980 4300020 14.6
045035 10SEF 499980 4100040 5.1
045072 08KKE 199980 8000020 0.3
045072 08KLE 300000 8000020 8.9
045073 08KKE 199980 8000020 71.9
045073 08KLE 300000 8000020 100.0
045074 07KGS 699960 7700020 0.8
045074 07KGT 699960 7800040 0.9
045074 08KLB 300000 7700020 21.4
045075 07KGR 699960 7600000 24.8
045075 07KGS 699960 7700020 16.9
045075 07KGT 699960 7800040 0.7
045075 08KLA 300000 7600000 36.6
045075 08KLB 300000 7700020 47.9
045076 07KGR 699960 7600000 21.6
045076 07KHQ 799980 7500040 100.0
045076 08KKV 199980 7500040 100.0
045076 08KLA 300000 7600000 8.9
045247 17XNK 499980 9000000 4.4
045247 17XNL 499980 9100020 34.9
045247 17XNM 499980 9200040 36.6
045247 18XVQ 399960 9000000 7.3
045247 18XVR 399960 9100020 35.1
045247 18XWQ 499980 9000000 27.4
045247 18XWR 499980 9100020 100.0
045247 18XWS 499980 9200040 73.5
045247 19XDK 399960 9000000 26.8
045247 19XDL 399960 9100020 100.0
045247 19XEK 499980 9000000 9.6
045247 19XEL 499980 9100020 53.1
045247 19XEM 499980 9200040 33.9
045247 20XMQ 399960 9000000 7.7
045247 20XMR 399960 9100020 53.5
045248 15XWL 499980 9100020 12.8
045248 15XWM 499980 9200040 2.9
045248 16XDR 399960 9100020 11.7
045248 16XEQ 499980 9000000 49.2
045248 16XER 499980 9100020 96.0
045248 16XES 499980 9200040 26.6
045248 17XMK 399960 9000000 54.8
045248 17XML 399960 9100020 96.6
045248 17XNK 499980 9000000 51.6
045248 17XNL 499980 9100020 83.3
045248 17XNM 499980 9200040 29.2
045248 18XVQ 399960 9000000 48.5
045248 18XVR 399960 9100020 82.8
045248 18XWQ 499980 9000000 2.7
045248 18XWR 499980 9100020 0.4
045248 19XDK 399960 9000000 0.7
046001 18XWP 499980 8900040 1.0
046001 18XWQ 499980 9000000 42.0
046001 18XWR 499980 9100020 29.9
046001 19XDJ 399960 8900040 6.3
046001 19XDK 399960 9000000 51.4
046001 19XDL 399960 9100020 29.3
046001 19XEJ 499980 8900040 36.2
046001 19XEK 499980 9000000 100.0
046001 19XEL 499980 9100020 74.2
046001 19XEM 499980 9200040 0.8
046001 20XMP 399960 8900040 31.7
046001 20XMQ 399960 9000000 100.0
046001 20XMR 399960 9100020 73.8
046001 20XNP 499980 8900040 1.9
046001 20XNQ 499980 9000000 38.0
046001 20XNR 499980 9100020 6.8
046001 21XVJ 399960 8900040 0.1
046001 21XVK 399960 9000000 28.8
046001 21XVL 399960 9100020 6.8
046002 17XMK 399960 9000000 0.2
046002 17XNH 499980 8800020 0.9
046002 17XNJ 499980 8900040 49.7
046002 17XNK 499980 9000000 48.9
046002 18XVN 399960 8800020 9.0
046002 18XVP 399960 8900040 67.8
046002 18XVQ 399960 9000000 55.9
046002 18XWN 499980 8800020 17.6
046002 18XWP 499980 8900040 94.4
046002 18XWQ 499980 9000000 76.2
046002 18XWR 499980 9100020 5.4
046002 19XDH 399960 8800020 7.7
046002 19XDJ 399960 8900040 88.1
046002 19XDK 399960 9000000 68.1
046002 19XDL 399960 9100020 6.2
046002 19XEJ 499980 8900040 11.4
046002 19XEK 499980 9000000 0.4
046002 20XMP 399960 8900040 2.6
046003 16XEN 499980 8800020 48.0
046003 16XEP 499980 8900040 43.8
046003 16XEQ 499980 9000000 0.2
046003 17XMG 399960 8700000 8.0
046003 17XMH 399960 8800020 73.7
046003 17XMJ 399960 8900040 60.0
046003 17XMK 399960 9000000 1.2
046003 17XNG 499980 8700000 17.4
046003 17XNH 499980 8800020 92.2
046003 17XNJ 499980 8900040 71.3
046003 17XNK 499980 9000000 5.3
046003 18XVM 399960 8700000 4.7
046003 18XVN 399960 8800020 77.7
046003 18XVP 399960 8900040 53.5
046003 18XVQ 399960 9000000 4.2
046003 18XWN 499980 8800020 4.4
046004 15XWG 499980 8700000 33.5
046004 15XWH 499980 8800020 15.9
046004 16XDL 399960 8600040 4.8
046004 16XDM 399960 8700000 69.4
046004 16XDN 399960 8800020 37.3
046004 16XEL 499980 8600040 30.1
046004 16XEM 499980 8700000 98.9
046004 16XEN 499980 8800020 70.8
046004 16XEP 499980 8900040 1.9
046004 17XMF 399960 8600040 13.1
046004 17XMG 399960 8700000 85.5
