PathRow S2TileID S2ULX S2ULY PercentOfS2
135045 46QEK 499980 2500020 83.4
135045 46QFJ 600000 2400000 2.4
135045 46QFK 600000 2500020 12.4
135046 46QCJ 300000 2400000 5.3
135046 46QDG 399960 2200020 47.4
135046 46QDH 399960 2300040 100.0
135046 46QDJ 399960 2400000 38.3
135046 46QEG 499980 2200020 31.5
135046 46QEH 499980 2300040 70.3
135046 46QEJ 499980 2400000 21.0
135047 46QDG 399960 2200020 70.3
135047 46QEF 499980 2100000 30.0
135047 46QEG 499980 2200020 27.4
135048 46QEF 499980 2100000 0.6
135050 46PDA 399960 1600020 19.1
135050 46PDV 399960 1500000 0.4
135051 46PDA 399960 1600020 2.4
135051 46PDV 399960 1500000 2.4
135086 43HGT 699960 5800000 7.0
135086 43HGU 699960 5900020 13.7
135086 44HKC 199980 5800000 13.0
135086 44HKD 199980 5900020 41.8
135087 43HGT 699960 5800000 38.2
135087 43HGU 699960 5900020 0.6
135087 44HKC 199980 5800000 58.3
135087 44HKD 199980 5900020 1.2
135096 42FYG 699960 4200040 3.9
135096 43FCB 300000 4200040 1.8
135096 43FDB 399960 4200040 18.2
135097 42FYF 699960 4100020 63.5
135097 42FYG 699960 4200040 79.2
135097 43FCB 300000 4200040 83.8
135097 43FDB 399960 4200040 96.4
135098 42FYF 699960 4100020 54.2
136007 51XVB 399960 8200020 1.0
136007 51XVC 399960 8300040 70.0
136007 51XWB 499980 8200020 13.9
136007 51XWC 499980 8300040 92.1
136008 50XMG 399960 8200020 2.5
136008 50XNF 499980 8100000 13.6
136008 50XNG 499980 8200020 84.1
136008 50XPF 600000 8100000 40.2
136008 51XVA 399960 8100000 45.7
136008 51XVB 399960 8200020 100.0
136008 51XVC 399960 8300040 49.7
136008 51XWA 499980 8100000 1.7
136008 51XWB 499980 8200020 36.3
136008 51XWC 499980 8300040 4.8
136009 49WFV 600000 8000040 26.3
136009 49XFA 600000 8100000 49.6
136009 50WME 399960 8000040 35.7
136009 50WND 499980 7900020 1.5
136009 50WNE 499980 8000040 82.9
136009 50WPE 600000 8000040 23.2
136009 50XMF 399960 8100000 48.6
136009 50XMG 399960 8200020 7.0
136009 50XNF 499980 8100000 96.9
136009 50XNG 499980 8200020 17.5
136009 50XPF 600000 8100000 42.8
136009 51WVV 399960 8000040 16.7
136009 51XVA 399960 8100000 40.1
136010 49WEU 499980 7900020 20.0
136010 49WEV 499980 8000040 2.7
136010 49WFT 600000 7800000 9.5
136010 49WFU 600000 7900020 94.6
136010 49WFV 600000 8000040 73.0
136010 49XFA 600000 8100000 0.4
136010 50WMC 399960 7800000 23.6
136010 50WMD 399960 7900020 99.0
136010 50WME 399960 8000040 71.4
136010 50WNC 499980 7800000 15.4
136010 50WND 499980 7900020 66.6
136010 50WNE 499980 8000040 32.6
136010 50WPE 600000 8000040 0.1
136011 49WDS 399960 7700040 0.2
136011 49WES 499980 7700040 38.2
136011 49WET 499980 7800000 68.6
136011 49WEU 499980 7900020 18.6
136011 49WFS 600000 7700040 69.6
136011 49WFT 600000 7800000 99.1
136011 49WFU 600000 7900020 19.6
136011 50WMB 399960 7700040 55.0
136011 50WMC 399960 7800000 89.1
136011 50WMD 399960 7900020 8.6
136011 50WNC 499980 7800000 7.9
136012 48WXA 600000 7600020 2.7
136012 49WDR 399960 7600020 38.3
136012 49WDS 399960 7700040 15.1
136012 49WEQ 499980 7500000 16.8
136012 49WER 499980 7600020 98.3
136012 49WES 499980 7700040 76.6
136012 49WET 499980 7800000 0.2
136012 49WFQ 600000 7500000 12.3
136012 49WFR 600000 7600020 58.4
136012 49WFS 600000 7700040 38.2
136012 50WMA 399960 7600020 15.4
136012 50WMB 399960 7700040 15.1
136013 48WXA 600000 7600020 8.4
136013 48WXU 600000 7400040 15.7
136013 48WXV 600000 7500000 36.2
136013 49WDP 399960 7400040 49.4
136013 49WDQ 399960 7500000 88.4
136013 49WDR 399960 7600020 24.6
136013 49WEP 499980 7400040 60.3
136013 49WEQ 499980 7500000 95.3
136013 49WER 499980 7600020 11.6
136013 49WFP 600000 7400040 0.2
136013 49WFQ 600000 7500000 13.5
136014 48WWT 499980 7300020 1.2
136014 48WXS 600000 7200000 1.6
136014 48WXT 600000 7300020 77.5
136014 48WXU 600000 7400040 58.4
136014 48WXV 600000 7500000 0.5
136014 49WDM 399960 7200000 24.7
136014 49WDN 399960 7300020 99.9
136014 49WDP 399960 7400040 69.3
136014 49WEM 499980 7200000 4.1
136014 49WEN 499980 7300020 36.0
136014 49WEP 499980 7400040 25.0
136015 48VWR 499980 7100040 18.9
136015 48VXR 600000 7100040 58.3
136015 48WWS 499980 7200000 29.9
136015 48WWT 499980 7300020 4.6
136015 48WXS 600000 7200000 100.0
136015 48WXT 600000 7300020 31.4
136015 49VCL 300000 7100040 58.5
136015 49VDL 399960 7100040 43.8
136015 49WDM 399960 7200000 78.8
136015 49WDN 399960 7300020 5.7
136015 49WEM 499980 7200000 0.8
136016 48VVQ 399960 7000020 0.8
136016 48VWP 499980 6900000 5.7
136016 48VWQ 499980 7000020 80.8
136016 48VWR 499980 7100040 49.1
136016 48VXP 600000 6900000 24.8
136016 48VXQ 600000 7000020 99.0
136016 48VXR 600000 7100040 59.7
136016 49VCJ 300000 6900000 22.8
136016 49VCK 300000 7000020 96.0
136016 49VCL 300000 7100040 60.1
136016 49VDK 399960 7000020 12.8
136016 49VDL 399960 7100040 13.3
136017 48VVN 399960 6800040 22.1
136017 48VVP 399960 6900000 25.9
136017 48VVQ 399960 7000020 2.5
136017 48VWN 499980 6800040 67.1
136017 48VWP 499980 6900000 100.0
136017 48VWQ 499980 7000020 22.3
136017 48VXN 600000 6800040 43.4
136017 48VXP 600000 6900000 69.1
136017 48VXQ 600000 7000020 2.2
136017 49VCH 300000 6800040 23.9
136017 49VCJ 300000 6900000 54.0
136017 49VCK 300000 7000020 1.8
136018 48VUM 300000 6700020 0.8
136018 48VVL 399960 6600000 12.5
136018 48VVM 399960 6700020 82.8
136018 48VVN 399960 6800040 42.4
136018 48VWL 499980 6600000 33.2
136018 48VWM 499980 6700020 99.5
136018 48VWN 499980 6800040 51.0
136018 48VXL 600000 6600000 0.6
136018 48VXM 600000 6700020 19.7
136018 48VXN 600000 6800040 12.8
136018 49VCG 300000 6700020 0.6
136018 49VCH 300000 6800040 3.3
136019 47VPE 600000 6500040 0.6
136019 48VUK 300000 6500040 26.0
136019 48VUL 300000 6600000 23.8
136019 48VUM 300000 6700020 1.6
136019 48VVK 399960 6500040 75.9
136019 48VVL 399960 6600000 98.6
136019 48VVM 399960 6700020 13.8
136019 48VWJ 499980 6400020 0.7
136019 48VWK 499980 6500040 48.1
136019 48VWL 499980 6600000 62.8
136020 47VPC 600000 6300000 4.4
136020 47VPD 600000 6400020 27.3
136020 47VPE 600000 6500040 6.6
136020 48VUH 300000 6300000 21.1
136020 48VUJ 300000 6400020 84.0
136020 48VUK 300000 6500040 37.3
136020 48VVH 399960 6300000 40.8
136020 48VVJ 399960 6400020 99.7
136020 48VVK 399960 6500040 42.1
136020 48VWH 499980 6300000 0.7
136020 48VWJ 499980 6400020 20.7
136020 48VWK 499980 6500040 9.4
136021 47UPB 600000 6200040 45.9
136021 47VPC 600000 6300000 49.1
136021 47VPD 600000 6400020 5.6
136021 48UUF 300000 6100020 1.1
136021 48UUG 300000 6200040 84.7
136021 48UVF 399960 6100020 3.5
136021 48UVG 399960 6200040 50.6
136021 48VUH 300000 6300000 94.5
136021 48VUJ 300000 6400020 6.9
136021 48VVH 399960 6300000 55.3
136022 47UNA 499980 6100020 4.3
136022 47UNV 499980 6000000 3.7
136022 47UPA 600000 6100020 92.7
136022 47UPB 600000 6200040 38.0
136022 47UPV 600000 6000000 34.8
136022 47UQV 699960 6000000 41.4
136022 48UUE 300000 6000000 47.3
136022 48UUF 300000 6100020 99.5
136022 48UUG 300000 6200040 33.3
136022 48UVE 399960 6000000 0.6
136022 48UVF 399960 6100020 20.1
136022 48UVG 399960 6200040 5.9
136023 47UNA 499980 6100020 0.3
136023 47UNU 499980 5900040 36.3
136023 47UNV 499980 6000000 23.9
136023 47UPA 600000 6100020 0.2
136023 47UPT 600000 5800020 4.9
136023 47UPU 600000 5900040 94.4
136023 47UPV 600000 6000000 83.0
136023 47UQT 699960 5800020 6.5
136023 47UQU 699960 5900040 53.0
136023 47UQV 699960 6000000 47.5
136023 48UUC 300000 5800020 6.0
136023 48UUD 300000 5900040 49.4
136023 48UUE 300000 6000000 47.1
136024 47UNS 499980 5700000 40.0
136024 47UNT 499980 5800020 70.2
136024 47UNU 499980 5900040 20.3
136024 47UPS 600000 5700000 63.1
136024 47UPT 600000 5800020 100.0
136024 47UPU 600000 5900040 22.6
136024 47UQS 699960 5700000 7.6
136024 47UQT 699960 5800020 29.8
136024 47UQU 699960 5900040 4.2
136024 48UUB 300000 5700000 0.3
136024 48UUC 300000 5800020 17.6
136024 48UUD 300000 5900040 2.5
136025 47UMQ 399960 5500020 0.7
136025 47UMR 399960 5600040 22.8
136025 47UMS 399960 5700000 4.3
136025 47UNQ 499980 5500020 14.6
136025 47UNR 499980 5600040 99.4
136025 47UNS 499980 5700000 68.3
136025 47UPQ 600000 5500020 17.5
136025 47UPR 600000 5600040 74.8
136025 47UPS 600000 5700000 49.4
136025 47UQS 699960 5700000 0.6
136026 47UMP 399960 5400000 39.2
136026 47UMQ 399960 5500020 48.9
136026 47UMR 399960 5600040 8.6
136026 47UNP 499980 5400000 75.1
136026 47UNQ 499980 5500020 98.7
136026 47UNR 499980 5600040 12.1
136026 47UPP 600000 5400000 25.3
136026 47UPQ 600000 5500020 44.0
136026 47UPR 600000 5600040 0.3
136027 47TLM 300000 5200020 2.5
136027 47TLN 300000 5300040 6.4
136027 47TMM 399960 5200020 25.0
136027 47TMN 399960 5300040 94.5
136027 47TNM 499980 5200020 32.7
136027 47TNN 499980 5300040 93.8
136027 47TPN 600000 5300040 5.6
136027 47UMP 399960 5400000 45.9
136027 47UNP 499980 5400000 42.6
136027 47UPP 600000 5400000 6.0
136028 47TLL 300000 5100000 34.7
136028 47TLM 300000 5200020 29.1
136028 47TLN 300000 5300040 2.1
136028 47TMK 399960 5000040 0.6
136028 47TML 399960 5100000 85.6
136028 47TMM 399960 5200020 92.5
136028 47TMN 399960 5300040 3.7
136028 47TNK 499980 5000040 2.4
136028 47TNL 499980 5100000 46.2
136028 47TNM 499980 5200020 51.4
136029 46TGP 699960 4900020 4.6
136029 46TGQ 699960 5000040 9.1
136029 47TLJ 300000 4900020 33.5
136029 47TLK 300000 5000040 77.4
136029 47TLL 300000 5100000 28.3
136029 47TMJ 399960 4900020 51.4
136029 47TMK 399960 5000040 100.0
136029 47TML 399960 5100000 32.1
136029 47TNJ 499980 4900020 2.6
136029 47TNK 499980 5000040 22.8
136029 47TNL 499980 5100000 7.0
136030 46TGN 699960 4800000 34.1
136030 46TGP 699960 4900020 25.3
136030 46TGQ 699960 5000040 0.5
136030 47TLG 300000 4700040 5.9
136030 47TLH 300000 4800000 95.0
136030 47TLJ 300000 4900020 80.7
136030 47TMG 399960 4700040 9.8
136030 47TMH 399960 4800000 65.0
136030 47TMJ 399960 4900020 53.6
136031 46TGL 699960 4600020 34.7
136031 46TGM 699960 4700040 61.8
136031 46TGN 699960 4800000 18.4
136031 47TKF 199980 4600020 37.1
136031 47TKG 199980 4700040 59.7
136031 47TLF 300000 4600020 65.9
136031 47TLG 300000 4700040 100.0
136031 47TLH 300000 4800000 21.6
136031 47TMF 399960 4600020 14.3
136031 47TMG 399960 4700040 39.1
136031 47TMH 399960 4800000 3.8
136032 46SFJ 600000 4400040 0.8
136032 46SGJ 699960 4400040 12.9
136032 46TFK 600000 4500000 6.7
136032 46TGK 699960 4500000 96.0
136032 46TGL 699960 4600020 58.7
136032 47SKD 199980 4400040 15.8
136032 47SLD 300000 4400040 20.8
136032 47TKE 199980 4500000 99.2
136032 47TKF 199980 4600020 61.5
136032 47TLE 300000 4500000 81.8
136032 47TLF 300000 4600020 51.0
136032 47TME 399960 4500000 0.4
136032 47TMF 399960 4600020 3.2
136033 46SFH 600000 4300020 25.0
136033 46SFJ 600000 4400040 25.5
136033 46SGH 699960 4300020 72.0
136033 46SGJ 699960 4400040 99.7
136033 46TFK 600000 4500000 3.2
136033 46TGK 699960 4500000 13.7
136033 47SKC 199980 4300020 76.7
136033 47SKD 199980 4400040 98.2
136033 47SLC 300000 4300020 29.5
136033 47SLD 300000 4400040 47.3
136033 47TKE 199980 4500000 11.0
136034 46SFF 600000 4100040 20.6
136034 46SFG 600000 4200000 63.0
136034 46SFH 600000 4300020 27.0
136034 46SGF 699960 4100040 40.0
136034 46SGG 699960 4200000 100.0
136034 46SGH 699960 4300020 45.6
136034 47SKA 199980 4100040 35.1
136034 47SKB 199980 4200000 95.5
136034 47SKC 199980 4300020 41.1
136034 47SLB 300000 4200000 7.8
136034 47SLC 300000 4300020 6.6
136035 46SEE 499980 4000020 5.9
136035 46SFD 600000 3900000 0.1
136035 46SFE 600000 4000020 82.9
136035 46SFF 600000 4100040 74.5
136035 46SFG 600000 4200000 0.7
136035 46SGD 699960 3900000 4.7
136035 46SGE 699960 4000020 84.6
136035 46SGF 699960 4100040 77.2
136035 47SKA 199980 4100040 51.1
136035 47SKU 199980 3900000 3.1
136035 47SKV 199980 4000020 47.4
136036 46SEC 499980 3800040 18.3
136036 46SED 499980 3900000 29.4
136036 46SEE 499980 4000020 6.6
136036 46SFC 600000 3800040 53.2
136036 46SFD 600000 3900000 100.0
136036 46SFE 600000 4000020 32.6
136036 46SGC 699960 3800040 32.8
136036 46SGD 699960 3900000 67.6
136036 46SGE 699960 4000020 15.8
136036 47SKT 199980 3800040 2.2
136036 47SKU 199980 3900000 22.5
136036 47SKV 199980 4000020 6.3
136037 46SEA 499980 3600000 6.5
136037 46SEB 499980 3700020 67.0
136037 46SEC 499980 3800040 38.5
136037 46SFA 600000 3600000 21.2
136037 46SFB 600000 3700020 100.0
136037 46SFC 600000 3800040 64.5
136037 46SGA 699960 3600000 4.7
136037 46SGB 699960 3700020 28.4
136037 46SGC 699960 3800040 23.5
136038 46RDV 399960 3500040 7.3
136038 46REV 499980 3500040 65.8
136038 46RFV 600000 3500040 64.2
136038 46SDA 399960 3600000 1.5
136038 46SEA 499980 3600000 88.4
136038 46SEB 499980 3700020 13.9
136038 46SFA 600000 3600000 93.0
136038 46SFB 600000 3700020 5.6
136038 46SGA 699960 3600000 6.6
136039 46RDT 399960 3300000 11.4
136039 46RDU 399960 3400020 37.3
136039 46RDV 399960 3500040 12.9
136039 46RET 499980 3300000 34.1
136039 46REU 499980 3400020 100.0
136039 46REV 499980 3500040 51.7
136039 46RFT 600000 3300000 20.0
136039 46RFU 600000 3400020 59.6
136039 46RFV 600000 3500040 28.4
136040 46RDS 399960 3200040 60.3
136040 46RDT 399960 3300000 54.8
136040 46RDU 399960 3400020 1.5
136040 46RER 499980 3100020 3.2
136040 46RES 499980 3200040 93.2
136040 46RET 499980 3300000 83.6
136040 46RFR 600000 3100020 0.8
136040 46RFS 600000 3200040 19.0
136040 46RFT 600000 3300000 26.7
136041 46RCQ 300000 3000000 7.8
136041 46RCR 300000 3100020 7.5
136041 46RDQ 399960 3000000 46.8
136041 46RDR 399960 3100020 96.2
136041 46RDS 399960 3200040 31.7
136041 46REQ 499980 3000000 43.4
136041 46RER 499980 3100020 89.6
136041 46RES 499980 3200040 24.2
136041 46RFR 600000 3100020 2.1
136041 46RFS 600000 3200040 1.6
136042 46RCN 300000 2800020 2.1
136042 46RCP 300000 2900040 45.1
136042 46RCQ 300000 3000000 23.8
136042 46RDN 399960 2800020 15.1
136042 46RDP 399960 2900040 99.9
136042 46RDQ 399960 3000000 70.9
136042 46REN 499980 2800020 8.9
136042 46REP 499980 2900040 48.5
136042 46REQ 499980 3000000 37.7
136043 46QCM 300000 2700000 51.2
136043 46QDM 399960 2700000 72.5
136043 46QEM 499980 2700000 7.4
136043 46RCN 300000 2800020 68.9
136043 46RCP 300000 2900040 13.0
136043 46RDN 399960 2800020 99.1
136043 46RDP 399960 2900040 11.5
136043 46REN 499980 2800020 25.1
136043 46REP 499980 2900040 0.7
136044 45QZE 799980 2500020 2.1
136044 45QZF 799980 2600040 6.5
136044 46QBK 199980 2500020 5.6
136044 46QBL 199980 2600040 19.4
136044 46QBM 199980 2700000 2.2
136044 46QCK 300000 2500020 27.8
136044 46QCL 300000 2600040 100.0
136044 46QCM 300000 2700000 54.0
136044 46QDK 399960 2500020 24.8
136044 46QDL 399960 2600040 77.2
136044 46QDM 399960 2700000 39.9
136044 46QEM 499980 2700000 0.3
136045 45QZE 799980 2500020 23.3
136045 45QZF 799980 2600040 1.8
136045 46QBK 199980 2500020 39.9
136045 46QBL 199980 2600040 2.4
136045 46QCJ 300000 2400000 87.2
136045 46QCK 300000 2500020 89.9
136045 46QCL 300000 2600040 1.5
136045 46QDH 399960 2300040 1.2
136045 46QDJ 399960 2400000 34.4
136045 46QDK 399960 2500020 42.0
136046 46QCJ 300000 2400000 30.4
136046 46QDG 399960 2200020 0.5
136046 46QDH 399960 2300040 14.4
136046 46QDJ 399960 2400000 5.6
136086 43HGT 699960 5800000 39.6
136086 43HGU 699960 5900020 100.0
136086 44HKC 199980 5800000 42.9
136086 44HKD 199980 5900020 100.0
136087 43HGT 699960 5800000 78.2
136087 44HKC 199980 5800000 68.9
136096 42FYG 699960 4200040 23.5
136096 43FCB 300000 4200040 21.0
136096 43FDB 399960 4200040 7.0
136097 42FYF 699960 4100020 69.3
136097 42FYG 699960 4200040 92.6
136097 43FCB 300000 4200040 94.3
136097 43FDB 399960 4200040 10.3
136098 42FYF 699960 4100020 24.5
137006 51XWC 499980 8300040 0.1
137007 51XVB 399960 8200020 11.1
137007 51XVC 399960 8300040 90.7
137007 51XWB 499980 8200020 6.3
137007 51XWC 499980 8300040 58.9
137008 49XFA 600000 8100000 0.5
137008 50XMF 399960 8100000 2.2
137008 50XMG 399960 8200020 38.3
137008 50XMH 399960 8300040 5.1
137008 50XNF 499980 8100000 36.8
137008 50XNG 499980 8200020 100.0
137008 50XPF 600000 8100000 21.7
137008 51XVA 399960 8100000 23.8
137008 51XVB 399960 8200020 82.0
137008 51XVC 399960 8300040 23.8
137008 51XWB 499980 8200020 2.6
137009 49WEV 499980 8000040 8.9
137009 49WFV 600000 8000040 55.1
137009 49XEA 499980 8100000 7.8
137009 49XFA 600000 8100000 92.0
137009 50WME 399960 8000040 65.2
137009 50WND 499980 7900020 1.9
137009 50WNE 499980 8000040 63.9
137009 50XMF 399960 8100000 91.2
137009 50XMG 399960 8200020 19.1
137009 50XNF 499980 8100000 80.9
137009 50XNG 499980 8200020 3.0
137009 50XPF 600000 8100000 6.9
137009 51XVA 399960 8100000 5.5
137010 49WET 499980 7800000 3.0
137010 49WEU 499980 7900020 69.2
137010 49WEV 499980 8000040 40.7
137010 49WFT 600000 7800000 28.0
137010 49WFU 600000 7900020 100.0
137010 49WFV 600000 8000040 63.8
137010 50WMC 399960 7800000 27.9
137010 50WMD 399960 7900020 96.0
137010 50WME 399960 8000040 54.3
137010 50WND 499980 7900020 16.7
137010 50WNE 499980 8000040 9.3
137011 48WXB 600000 7700040 4.6
137011 48WXC 600000 7800000 7.8
137011 49WDS 399960 7700040 19.6
137011 49WDT 399960 7800000 31.7
137011 49WDU 399960 7900020 2.2
137011 49WES 499980 7700040 64.2
137011 49WET 499980 7800000 100.0
137011 49WEU 499980 7900020 29.6
137011 49WFS 600000 7700040 37.5
137011 49WFT 600000 7800000 68.2
137011 49WFU 600000 7900020 2.9
137011 50WMB 399960 7700040 9.7
137011 50WMC 399960 7800000 38.9
137011 50WMD 399960 7900020 0.2
137012 48WXA 600000 7600020 47.8
137012 48WXB 600000 7700040 35.6
137012 48WXC 600000 7800000 1.5
137012 49WDQ 399960 7500000 7.7
137012 49WDR 399960 7600020 91.0
137012 49WDS 399960 7700040 62.9
137012 49WDT 399960 7800000 0.3
137012 49WEQ 499980 7500000 21.6
137012 49WER 499980 7600020 89.9
137012 49WES 499980 7700040 54.4
137012 49WFR 600000 7600020 6.0
137012 49WFS 600000 7700040 8.2
137013 48WWU 499980 7400040 6.7
137013 48WWV 499980 7500000 7.1
137013 48WXA 600000 7600020 30.9
137013 48WXU 600000 7400040 45.8
137013 48WXV 600000 7500000 93.6
137013 49WDP 399960 7400040 70.5
137013 49WDQ 399960 7500000 99.5
137013 49WDR 399960 7600020 23.2
137013 49WEP 499980 7400040 12.7
137013 49WEQ 499980 7500000 40.7
137013 49WER 499980 7600020 0.5
137014 48WWS 499980 7200000 0.5
137014 48WWT 499980 7300020 54.1
137014 48WWU 499980 7400040 33.6
137014 48WXS 600000 7200000 18.2
137014 48WXT 600000 7300020 99.4
137014 48WXU 600000 7400040 72.5
137014 49WDM 399960 7200000 12.4
137014 49WDN 399960 7300020 61.6
137014 49WDP 399960 7400040 41.4
137015 48VVR 399960 7100040 9.6
137015 48VWR 499980 7100040 54.4
137015 48VXR 600000 7100040 54.8
137015 48WVS 399960 7200000 8.0
137015 48WWS 499980 7200000 94.3
137015 48WWT 499980 7300020 25.5
137015 48WXS 600000 7200000 91.9
137015 48WXT 600000 7300020 9.5
137015 49VCL 300000 7100040 56.7
137015 49WDM 399960 7200000 13.4
137016 48VVP 399960 6900000 3.2
137016 48VVQ 399960 7000020 62.0
137016 48VVR 399960 7100040 33.3
137016 48VWP 499980 6900000 27.0
137016 48VWQ 499980 7000020 100.0
137016 48VWR 499980 7100040 63.9
137016 48VXP 600000 6900000 6.3
137016 48VXQ 600000 7000020 37.0
137016 48VXR 600000 7100040 24.1
137016 49VCJ 300000 6900000 1.2
137016 49VCK 300000 7000020 29.4
137016 49VCL 300000 7100040 24.6
137017 47VPH 600000 6800040 3.8
137017 47VPJ 600000 6900000 1.2
137017 48VUN 300000 6800040 13.8
137017 48VUP 300000 6900000 10.4
137017 48VVN 399960 6800040 62.9
137017 48VVP 399960 6900000 95.9
137017 48VVQ 399960 7000020 20.6
137017 48VWN 499980 6800040 56.3
137017 48VWP 499980 6900000 84.3
137017 48VWQ 499980 7000020 3.9
137017 48VXP 600000 6900000 3.0
137018 47VPF 600000 6600000 1.3
137018 47VPG 600000 6700020 37.5
137018 47VPH 600000 6800040 16.7
137018 48VUL 300000 6600000 8.2
137018 48VUM 300000 6700020 70.2
137018 48VUN 300000 6800040 34.2
137018 48VVL 399960 6600000 34.7
137018 48VVM 399960 6700020 100.0
137018 48VVN 399960 6800040 55.3
137018 48VWL 499980 6600000 4.6
137018 48VWM 499980 6700020 32.7
137018 48VWN 499980 6800040 17.8
137019 47VPE 600000 6500040 48.6
137019 47VPF 600000 6600000 64.4
137019 47VPG 600000 6700020 12.4
137019 48VUK 300000 6500040 71.6
137019 48VUL 300000 6600000 97.6
137019 48VUM 300000 6700020 15.5
137019 48VVJ 399960 6400020 0.6
137019 48VVK 399960 6500040 55.2
137019 48VVL 399960 6600000 72.9
137019 48VVM 399960 6700020 0.8
137019 48VWL 499980 6600000 0.7
137020 47VNC 499980 6300000 4.5
137020 47VND 499980 6400020 20.6
137020 47VNE 499980 6500040 1.8
137020 47VPC 600000 6300000 27.3
137020 47VPD 600000 6400020 100.0
137020 47VPE 600000 6500040 54.6
137020 48VUH 300000 6300000 40.3
137020 48VUJ 300000 6400020 100.0
137020 48VUK 300000 6500040 46.6
137020 48VVH 399960 6300000 2.0
137020 48VVJ 399960 6400020 26.7
137020 48VVK 399960 6500040 12.0
137021 47UNB 499980 6200040 45.5
137021 47UPA 600000 6100020 1.4
137021 47UPB 600000 6200040 88.0
137021 47VNC 499980 6300000 44.5
137021 47VND 499980 6400020 4.1
137021 47VPC 600000 6300000 90.6
137021 47VPD 600000 6400020 2.7
137021 48UUF 300000 6100020 2.6
137021 48UUG 300000 6200040 51.4
137021 48VUH 300000 6300000 60.2
137022 47UMA 399960 6100020 4.4
137022 47UMV 399960 6000000 4.2
137022 47UNA 499980 6100020 92.2
137022 47UNB 499980 6200040 35.6
137022 47UNV 499980 6000000 37.3
137022 47UPA 600000 6100020 96.4
137022 47UPB 600000 6200040 29.6
137022 47UPV 600000 6000000 44.2
137022 48UUE 300000 6000000 0.3
137022 48UUF 300000 6100020 19.3
137022 48UUG 300000 6200040 7.0
137023 47UMA 399960 6100020 0.2
137023 47UMU 399960 5900040 39.8
137023 47UMV 399960 6000000 25.4
137023 47UNT 499980 5800020 7.5
137023 47UNU 499980 5900040 96.2
137023 47UNV 499980 6000000 80.7
137023 47UPT 600000 5800020 7.2
137023 47UPU 600000 5900040 50.0
137023 47UPV 600000 6000000 43.5
137024 47ULS 300000 5700000 0.8
137024 47UMS 399960 5700000 44.4
137024 47UMT 399960 5800020 76.1
137024 47UMU 399960 5900040 21.4
137024 47UNS 499980 5700000 63.1
137024 47UNT 499980 5800020 100.0
137024 47UNU 499980 5900040 19.6
137024 47UPS 600000 5700000 3.5
137024 47UPT 600000 5800020 24.0
137024 47UPU 600000 5900040 2.4
137025 46UGA 699960 5600040 6.8
137025 47ULQ 300000 5500020 1.1
137025 47ULR 300000 5600040 32.0
137025 47ULS 300000 5700000 10.4
137025 47UMQ 399960 5500020 17.1
137025 47UMR 399960 5600040 99.7
137025 47UMS 399960 5700000 69.8
137025 47UNQ 499980 5500020 15.7
137025 47UNR 499980 5600040 65.8
137025 47UNS 499980 5700000 42.8
137026 46UGA 699960 5600040 5.5
137026 46UGU 699960 5400000 19.9
137026 46UGV 699960 5500020 27.5
137026 47ULP 300000 5400000 47.1
137026 47ULQ 300000 5500020 60.9
137026 47ULR 300000 5600040 11.3
137026 47UMP 399960 5400000 77.7
137026 47UMQ 399960 5500020 97.5
137026 47UMR 399960 5600040 9.8
137026 47UNP 499980 5400000 14.5
137026 47UNQ 499980 5500020 32.8
137027 46TGS 699960 5200020 10.8
137027 46TGT 699960 5300040 63.8
137027 46UGU 699960 5400000 33.3
137027 47TLM 300000 5200020 27.1
137027 47TLN 300000 5300040 99.9
137027 47TMM 399960 5200020 26.8
137027 47TMN 399960 5300040 80.1
137027 47TNN 499980 5300040 0.2
137027 47ULP 300000 5400000 54.4
137027 47UMP 399960 5400000 38.4
137027 47UNP 499980 5400000 1.4
137028 46TFR 600000 5100000 4.1
137028 46TGR 699960 5100000 69.8
137028 46TGS 699960 5200020 82.0
137028 46TGT 699960 5300040 8.5
137028 47TLK 300000 5000040 1.7
137028 47TLL 300000 5100000 88.3
137028 47TLM 300000 5200020 90.6
137028 47TLN 300000 5300040 2.8
137028 47TMK 399960 5000040 1.2
137028 47TML 399960 5100000 28.1
137028 47TMM 399960 5200020 37.5
137029 46TFP 600000 4900020 12.1
137029 46TFQ 600000 5000040 28.9
137029 46TFR 600000 5100000 7.9
137029 46TGP 699960 4900020 40.2
137029 46TGQ 699960 5000040 100.0
137029 46TGR 699960 5100000 45.7
137029 47TLJ 300000 4900020 40.0
137029 47TLK 300000 5000040 92.2
137029 47TLL 300000 5100000 29.4
137029 47TMK 399960 5000040 4.7
137029 47TML 399960 5100000 2.9
137030 46TFN 600000 4800000 56.9
137030 46TFP 600000 4900020 43.2
137030 46TGM 699960 4700040 8.2
137030 46TGN 699960 4800000 97.6
137030 46TGP 699960 4900020 77.5
137030 47TKG 199980 4700040 7.9
137030 47TLG 300000 4700040 5.1
137030 47TLH 300000 4800000 40.6
137030 47TLJ 300000 4900020 38.7
137031 46TEL 499980 4600020 4.2
137031 46TEM 499980 4700040 1.0
137031 46TFL 600000 4600020 52.2
137031 46TFM 600000 4700040 86.8
137031 46TFN 600000 4800000 23.1
137031 46TGL 699960 4600020 56.6
137031 46TGM 699960 4700040 98.3
137031 46TGN 699960 4800000 18.3
137031 47TKF 199980 4600020 55.1
